priority,estimated_time,time_remaining,assigned_to,breach,penalty_cost,priority_score,time_used,time_ratio,completion_percentage,urgency_score,risk_score,tight_deadline,very_tight,overwork,predicted_breach,probability,SLA_Status,AI_Insight
Medium,95,75,E,0,3101,2,20,0.78125,20.833333333333336,2.527646129541864,0.4375,0,0,0,1,0.4901179388608353,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,161,23,A,0,1086,1,138,0.1419753086419753,85.18518518518519,6.580016246953696,0.8580246913580247,0,0,0,0,0.396537903950379,✅ SLA SAFE,
Medium,118,120,D,0,3458,2,-2,1.0084033613445378,-1.680672268907563,1.963858404158759,-0.01680672268907557,0,0,0,1,0.43607614606759065,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,124,76,E,0,4826,2,48,0.608,38.4,3.236245954692557,0.784,0,0,0,1,0.48100468308526045,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,88,24,F,0,3777,2,64,0.2696629213483146,71.91011235955057,7.151466452390518,1.4606741573033708,0,0,0,1,0.5140846896650019,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,119,93,B,0,3543,2,26,0.775,21.666666666666668,2.5477707006369426,0.44999999999999996,0,0,0,1,0.46689803044827083,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,151,47,F,0,831,1,104,0.3092105263157895,68.42105263157895,3.1327287716405605,0.6907894736842105,0,0,0,1,0.4634703578417452,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,124,24,E,0,3274,2,100,0.192,80.0,9.900990099009901,1.616,0,0,0,1,0.5153501882239645,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,203,41,D,0,1408,1,162,0.20098039215686275,79.41176470588235,4.739776951672862,0.7990196078431373,0,0,0,1,0.4604941876243619,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,81,108,F,0,4631,2,-27,1.3170731707317074,-32.926829268292686,1.5070759051644917,-0.6341463414634148,0,0,0,0,0.39375002333214565,✅ SLA SAFE,
High,70,61,C,0,9864,3,9,0.8591549295774648,12.676056338028168,3.451628585318425,0.42253521126760574,0,0,0,1,0.4853864811283608,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,170,93,D,0,1029,1,77,0.543859649122807,45.02923976608187,1.8055115616091224,0.45614035087719296,0,0,0,1,0.473829962710054,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,138,15,D,1,3372,2,123,0.1079136690647482,88.48920863309353,16.961561928004883,1.7841726618705036,1,0,0,0,0.39275697160078304,✅ SLA SAFE,
High,78,64,F,0,8605,3,14,0.810126582278481,17.72151898734177,3.657971909245254,0.569620253164557,0,0,0,1,0.4625674587905649,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,88,36,E,0,9083,3,52,0.4044943820224719,58.42696629213483,7.237733803198699,1.7865168539325844,0,0,0,1,0.5154814304655368,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,129,23,A,0,1249,1,106,0.17692307692307693,81.53846153846153,5.349794238683127,0.823076923076923,0,0,0,1,0.4352269058749741,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,89,23,E,0,4112,2,66,0.25555555555555554,73.33333333333333,7.531380753138076,1.488888888888889,0,0,0,1,0.4931293988200711,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,84,87,C,0,7255,3,-3,1.0235294117647058,-3.5294117647058822,2.9026750142287994,-0.0705882352941174,0,0,0,1,0.48702978321863105,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,141,31,E,0,1600,1,110,0.21830985915492956,77.46478873239437,4.380012338062924,0.7816901408450705,0,0,0,1,0.45405844117525335,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,93,49,F,0,9114,3,44,0.5212765957446809,46.808510638297875,5.646776131357629,1.4361702127659575,0,0,0,1,0.49837742318198314,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,98,76,A,0,3632,2,22,0.7676767676767676,22.22222222222222,2.5717625665670867,0.46464646464646475,0,0,0,1,0.496820123666479,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,72,39,G,0,8055,3,33,0.5342465753424658,45.20547945205479,5.51220739994966,1.3972602739726026,0,0,0,1,0.5117031961998894,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,207,115,B,0,811,1,92,0.5528846153846154,44.230769230769226,1.776563033823027,0.4471153846153846,0,0,0,1,0.4759872835174117,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,174,10,C,1,1073,1,164,0.05714285714285714,93.71428571428572,14.893617021276595,0.9428571428571428,1,0,0,1,0.47437359054844686,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,138,101,D,0,3508,2,37,0.7266187050359713,26.618705035971225,2.715108897353257,0.5467625899280575,0,0,0,1,0.477073479933061,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,122,41,C,0,1527,1,81,0.3333333333333333,65.85365853658537,2.912621359223301,0.6666666666666667,0,0,0,1,0.49048749809579256,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,151,56,A,0,1745,1,95,0.3684210526315789,62.5,2.642559109874826,0.631578947368421,0,0,0,1,0.45101134008944804,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,125,97,B,0,7769,3,28,0.7698412698412699,22.22222222222222,3.8469366985548543,0.6904761904761904,0,0,0,1,0.49493948972077445,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,144,7,D,1,1600,1,137,0.04827586206896552,94.48275862068965,17.159763313609467,0.9517241379310345,1,1,0,1,0.5061399381715429,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
